    n, quick_cmp, quick_swaps, quick_time, heapsort_cmp, heapsort_swaps, heapsort_time
 3138,     53946,           0,      24388,        63375,              0,         28650
 3139,     55842,           0,      24970,        63456,              0,         28678
 3140,     55022,           0,      24667,        63377,              0,         28550
 3141,     55493,           0,      24898,        63389,              0,         28527
 3142,     56286,           0,      25150,        63457,              0,         28571
 3143,     56451,           0,      25099,        63437,              0,         28594
 3144,     56402,           0,      25186,        63479,              0,         28649
 3145,     57506,           0,      25490,        63573,              0,         28652
 3146,     58033,           0,      25729,        63551,              0,         28570
 3147,     55209,           0,      24685,        63614,              0,         28855
 3148,     58827,           0,      26003,        63661,              0,         28692
 3149,     54659,           0,      24572,        63605,              0,         28642
 3150,     54766,           0,      24620,        63700,              0,         28718
 3151,     53474,           0,      24179,        63652,              0,         28683
 3152,     53360,           0,      24141,        63673,              0,         28662
 3153,     54007,           0,      24342,        63681,              0,         28686
 3154,     56510,           0,      25254,        63767,              0,         28706
 3155,     55568,           0,      24927,        63766,              0,         28721
 3156,     55841,           0,      25026,        63780,              0,         28717
 3157,     53298,           0,      24114,        63808,              0,         28722
 3158,     54319,           0,      24567,        63827,              0,         28780
 3159,     61551,           0,      27067,        63872,              0,         28832
 3160,     57078,           0,      25488,        63896,              0,         28841
 3161,     57601,           0,      25652,        63912,              0,         28858
 3162,     57488,           0,      25608,        63893,              0,         28849
 3163,     56258,           0,      25187,        63934,              0,         28790
 3164,     54346,           0,      24535,        63953,              0,         28846
 3165,     56934,           0,      25438,        63977,              0,         29158
 3166,     55604,           0,      24953,        64003,              0,         28856
 3167,     57507,           0,      25573,        64029,              0,         28867
 3168,     56591,           0,      25326,        64038,              0,         28880
 3169,     62247,           0,      27338,        64085,              0,         28913
 3170,     60476,           0,      26759,        64053,              0,         28842
 3171,     56225,           0,      25201,        64125,              0,         28855
 3172,     63401,           0,      27740,        64187,              0,         28919
 3173,     55894,           0,      25010,        64216,              0,         28758
 3174,     57157,           0,      25499,        64204,              0,         28916
 3175,     55453,           0,      24915,        64266,              0,         28927
 3176,     56047,           0,      25230,        64218,              0,         28969
 3177,     59087,           0,      26276,        64285,              0,         28892
 3178,     55318,           0,      24898,        64282,              0,         28976
 3179,     54999,           0,      24786,        64300,              0,         29018
 3180,     54935,           0,      24840,        64320,              0,         28939
 3181,     59981,           0,      26577,        64415,              0,         29008
 3182,     55562,           0,      25011,        64366,              0,         28975
 3183,     54546,           0,      24908,        64456,              0,         29037
 3184,     56737,           0,      25408,        64428,              0,         29014
 3185,     57743,           0,      25714,        64464,              0,         29055
 3186,     56974,           0,      25447,        64492,              0,         29078
 3187,     55627,           0,      25086,        64507,              0,         28955
 3188,     55274,           0,      24910,        64533,              0,         29039
 3189,     56246,           0,      25285,        64556,              0,         29000
 3190,     55523,           0,      24923,        64592,              0,         29084
 3191,     57507,           0,      25685,        64622,              0,         29089
 3192,     55936,           0,      25051,        64599,              0,         29369
 3193,     62120,           0,      27376,        64618,              0,         29109
 3194,     60790,           0,      26937,        64658,              0,         29257
 3195,     56879,           0,      25569,        64630,              0,         29265
 3196,     60835,           0,      26948,        64761,              0,         29338
 3197,     57602,           0,      25809,        64719,              0,         29272
 3198,     59829,           0,      26583,        64764,              0,         29364
 3199,     56265,           0,      25286,        64766,              0,         29362
 3200,     54970,           0,      24826,        64776,              0,         29571
 3201,     56882,           0,      25471,        64771,              0,         29295
 3202,     55950,           0,      25188,        64832,              0,         29297
 3203,     57676,           0,      25765,        64847,              0,         29270
 3204,     58210,           0,      26529,        64895,              0,         29270
 3205,     62589,           0,      27587,        64918,              0,         29199
 3206,     59524,           0,      26514,        64934,              0,         29362
 3207,     55772,           0,      25096,        64986,              0,         29311
 3208,     56773,           0,      25505,        64983,              0,         29361
 3209,     60716,           0,      26872,        65004,              0,         29294
 3210,     57429,           0,      25746,        65034,              0,         29280
 3211,     59135,           0,      26305,        65030,              0,         28912
 3212,     56173,           0,      25165,        65086,              0,         29274
 3213,     64164,           0,      28113,        65091,              0,         29362
 3214,     60886,           0,      26915,        65128,              0,         29391
 3215,     55360,           0,      24926,        65171,              0,         29289
 3216,     55395,           0,      25040,        65159,              0,         29425
 3217,     56117,           0,      25185,        65205,              0,         29377
 3218,     58177,           0,      26210,        65233,              0,         29170
 3219,     57029,           0,      25512,        65231,              0,         29420
 3220,     56709,           0,      25409,        65267,              0,         29422
 3221,     57913,           0,      25844,        65243,              0,         29390
 3222,     56505,           0,      25403,        65222,              0,         29341
 3223,     57504,           0,      25689,        65298,              0,         29372
 3224,     57580,           0,      25795,        65345,              0,         29386
 3225,     56361,           0,      25309,        65368,              0,         29464
 3226,     56668,           0,      25377,        65343,              0,         29408
 3227,     59944,           0,      26540,        65385,              0,         29326
 3228,     58056,           0,      25877,        65449,              0,         29469
 3229,     58061,           0,      25904,        65444,              0,         29464
 3230,     57945,           0,      25786,        65467,              0,         29501
 3231,     55028,           0,      24852,        65466,              0,         29486
 3232,     56086,           0,      25234,        65515,              0,         29559
 3233,     55418,           0,      24987,        65561,              0,         29547
 3234,     58924,           0,      26222,        65578,              0,         29548
 3235,     59312,           0,      26386,        65672,              0,         29852
 3236,     56989,           0,      25560,        65626,              0,         29554
 3237,     56649,           0,      25399,        65633,              0,         29569
 3238,     57924,           0,      25829,        65661,              0,         29422
 3239,     58556,           0,      26027,        65713,              0,         29609
 3240,     60194,           0,      26702,        65716,              0,         29576
 3241,     56625,           0,      25485,        65741,              0,         29199
 3242,     57769,           0,      25675,        65798,              0,         29625
 3243,     67140,           0,      29143,        65786,              0,         29633
 3244,     62907,           0,      27668,        65774,              0,         29507
 3245,     57359,           0,      25695,        65865,              0,         29690
 3246,     56997,           0,      25532,        65851,              0,         29695
 3247,     56394,           0,      25331,        65907,              0,         29680
 3248,     57873,           0,      25959,        65910,              0,         29816
 3249,     55258,           0,      25005,        65940,              0,         29768
 3250,     61549,           0,      27241,        65977,              0,         29783
 3251,     59059,           0,      26313,        65975,              0,         29730
 3252,     60000,           0,      26602,        66008,              0,         29616
 3253,     58242,           0,      26155,        66008,              0,         29716
 3254,     59771,           0,      26504,        66075,              0,         29757
 3255,     58063,           0,      25878,        66075,              0,         29613
 3256,     55019,           0,      24792,        66072,              0,         29766
 3257,     58367,           0,      26090,        66141,              0,         29796
 3258,     61406,           0,      27144,        66155,              0,         29791
 3259,     63424,           0,      27811,        66194,              0,         29807
 3260,     59828,           0,      26546,        66234,              0,         29831
 3261,     60017,           0,      26602,        66258,              0,         29824
 3262,     60868,           0,      26847,        66253,              0,         29834
 3263,     59038,           0,      26276,        66276,              0,         29627
 3264,     57528,           0,      25688,        66332,              0,         29822
 3265,     58992,           0,      26278,        66322,              0,         29922
 3266,     59169,           0,      26349,        66326,              0,         29894
 3267,     59744,           0,      26538,        66329,              0,         29893
 3268,     61780,           0,      27340,        66412,              0,         29922
 3269,     57333,           0,      25681,        66397,              0,         29961
 3270,     57806,           0,      26165,        66444,              0,         29951
 3271,     57875,           0,      25865,        66437,              0,         29927
 3272,     57166,           0,      25642,        66463,              0,         29918
 3273,     58871,           0,      26283,        66508,              0,         29872
 3274,     57919,           0,      25921,        66472,              0,         29935
 3275,     63562,           0,      27935,        66501,              0,         29946
 3276,     65413,           0,      28595,        66582,              0,         29855
 3277,     56268,           0,      25330,        66586,              0,         29971
 3278,     59238,           0,      26386,        66591,              0,         29974
 3279,     58821,           0,      26273,        66633,              0,         30016
 3280,     57766,           0,      25936,        66629,              0,         30035
 3281,     61894,           0,      27352,        66664,              0,         29991
 3282,     58288,           0,      26045,        66728,              0,         30070
 3283,     56227,           0,      25529,        66706,              0,         30197
 3284,     57016,           0,      25753,        66784,              0,         30380
 3285,     59924,           0,      26859,        66792,              0,         30058
 3286,     65114,           0,      28666,        66745,              0,         30623
 3287,     57198,           0,      26744,        66877,              0,         30769
 3288,     58020,           0,      25954,        66883,              0,         30751
 3289,     59055,           0,      26748,        66899,              0,         30626
 3290,     59269,           0,      26643,        66903,              0,         29932
 3291,     58268,           0,      26165,        66924,              0,         30049
 3292,     59175,           0,      26517,        66924,              0,         30156
 3293,     56792,           0,      25600,        66999,              0,         30276
 3294,     59112,           0,      26366,        67004,              0,         30205
 3295,     57354,           0,      25817,        66979,              0,         30184
 3296,     56618,           0,      25519,        67022,              0,         30194
 3297,     59905,           0,      26695,        67033,              0,         30086
 3298,     59994,           0,      26711,        67089,              0,         30260
 3299,     58109,           0,      26222,        67097,              0,         30417
 3300,     62183,           0,      27590,        67096,              0,         30421
 3301,     60623,           0,      27032,        67150,              0,         30438
 3302,     57299,           0,      25864,        67174,              0,         30456
 3303,     56298,           0,      25512,        67223,              0,         30522
 3304,     56740,           0,      25958,        67226,              0,         30498
 3305,     60488,           0,      26972,        67230,              0,         30481
 3306,     60757,           0,      27076,        67265,              0,         30477
 3307,     57424,           0,      25904,        67270,              0,         30441
 3308,     58792,           0,      26435,        67305,              0,         30481
 3309,     64812,           0,      28546,        67314,              0,         30446
 3310,     60154,           0,      26871,        67407,              0,         30474
 3311,     60494,           0,      27005,        67354,              0,         30517
 3312,     57953,           0,      26133,        67354,              0,         30461
 3313,     57377,           0,      25827,        67427,              0,         30461
 3314,     58573,           0,      26290,        67455,              0,         30328
 3315,     62067,           0,      27531,        67505,              0,         30517
 3316,     60119,           0,      26906,        67505,              0,         30636
 3317,     58150,           0,      26215,        67478,              0,         30583
 3318,     61611,           0,      27473,        67507,              0,         30562
 3319,     58973,           0,      26475,        67540,              0,         30580
 3320,     60244,           0,      26952,        67605,              0,         30659
 3321,     57189,           0,      26064,        67627,              0,         30652
 3322,     59346,           0,      26632,        67644,              0,         30607
 3323,     62638,           0,      27709,        67620,              0,         30650
 3324,     62577,           0,      27753,        67662,              0,         30673
 3325,     60366,           0,      26964,        67669,              0,         30637
 3326,     61567,           0,      27372,        67714,              0,         30664
 3327,     60200,           0,      26902,        67789,              0,         30702
 3328,     60045,           0,      26848,        67800,              0,         30657
 3329,     63892,           0,      28186,        67842,              0,         30544
 3330,     61059,           0,      27211,        67848,              0,         30596
 3331,     59277,           0,      26609,        67821,              0,         30592
 3332,     58552,           0,      26317,        67917,              0,         30570
 3333,     58122,           0,      25736,        67888,              0,         30148
 3334,     58488,           0,      26303,        67926,              0,         30669
 3335,     60149,           0,      26834,        67983,              0,         30649
 3336,     57920,           0,      26106,        67997,              0,         30551
 3337,     57507,           0,      25918,        67982,              0,         30963
 3338,     60800,           0,      27227,        68007,              0,         30853
 3339,     58804,           0,      26626,        68021,              0,         30610
 3340,     63248,           0,      28196,        68060,              0,         30905
 3341,     58085,           0,      26337,        68070,              0,         30864
 3342,     59577,           0,      27260,        68094,              0,         30584
 3343,     62041,           0,      27644,        68092,              0,         30844
 3344,     61041,           0,      27380,        68195,              0,         30990
 3345,     60043,           0,      27216,        68142,              0,         31017
 3346,     58234,           0,      26681,        68232,              0,         30987
 3347,     59907,           0,      27108,        68158,              0,         31002
 3348,     58583,           0,      26592,        68276,              0,         31054
 3349,     60207,           0,      27178,        68220,              0,         31008
 3350,     58995,           0,      26718,        68272,              0,         30951
 3351,     60850,           0,      27139,        68276,              0,         31043
 3352,     62823,           0,      28100,        68322,              0,         31204
 3353,     59658,           0,      27265,        68369,              0,         31907
 3354,     59955,           0,      26777,        68359,              0,         31144
 3355,     62003,           0,      27815,        68354,              0,         30858
 3356,     63073,           0,      27983,        68416,              0,         30844
 3357,     61365,           0,      27209,        68491,              0,         30869
 3358,     61032,           0,      27253,        68509,              0,         30961
 3359,     61386,           0,      27538,        68489,              0,         31008
 3360,     60870,           0,      27148,        68524,              0,         31045
 3361,     62532,           0,      27981,        68569,              0,         31428
 3362,     61047,           0,      28371,        68626,              0,         31589
 3363,     61113,           0,      27031,        68562,              0,         31134
 3364,     60719,           0,      27800,        68631,              0,         31280
 3365,     63552,           0,      27827,        68618,              0,         30892
 3366,     66071,           0,      29359,        68625,              0,         31123
 3367,     58664,           0,      26669,        68737,              0,         31194
 3368,     60852,           0,      27574,        68783,              0,         31205
 3369,     60825,           0,      27443,        68743,              0,         31057
 3370,     59567,           0,      26746,        68824,              0,         31354
 3371,     60485,           0,      27122,        68837,              0,         30964
 3372,     60705,           0,      27928,        68848,              0,         31113
 3373,     68520,           0,      29929,        68900,              0,         31219
 3374,     68223,           0,      30102,        68823,              0,         31281
 3375,     60823,           0,      27426,        68904,              0,         31184
 3376,     62153,           0,      27930,        68911,              0,         31235
 3377,     62431,           0,      27878,        68916,              0,         31066
 3378,     60662,           0,      27137,        68976,              0,         31104
 3379,     60461,           0,      27052,        68977,              0,         31115
 3380,     62671,           0,      27887,        69085,              0,         31143
 3381,     58757,           0,      26452,        69074,              0,         31156
 3382,     58726,           0,      26458,        69078,              0,         31348
 3383,     63646,           0,      28474,        69077,              0,         31390
 3384,     62765,           0,      28631,        69119,              0,         32315
 3385,     64391,           0,      28871,        69156,              0,         31408
 3386,     64083,           0,      28732,        69188,              0,         31088
 3387,     61059,           0,      27274,        69205,              0,         31269
 3388,     59563,           0,      26865,        69185,              0,         31291
 3389,     61998,           0,      28344,        69230,              0,         32351
 3390,     65232,           0,      29431,        69272,              0,         31366
 3391,     59212,           0,      26815,        69297,              0,         31479
 3392,     63159,           0,      28293,        69247,              0,         31375
 3393,     63806,           0,      28470,        69308,              0,         31278
 3394,     61054,           0,      27425,        69366,              0,         31404
 3395,     59507,           0,      26955,        69367,              0,         31399
 3396,     60891,           0,      27386,        69391,              0,         31411
 3397,     59776,           0,      27080,        69376,              0,         31453
 3398,     58935,           0,      26791,        69401,              0,         31621
 3399,     61615,           0,      27688,        69451,              0,         31394
 3400,     61435,           0,      27533,        69504,              0,         31282
 3401,     63208,           0,      28383,        69508,              0,         31494
 3402,     63788,           0,      28367,        69540,              0,         31353
 3403,     61943,           0,      27880,        69540,              0,         31466
 3404,     61610,           0,      27654,        69555,              0,         31575
 3405,     63515,           0,      28359,        69569,              0,         32307
 3406,     65012,           0,      29456,        69587,              0,         32026
 3407,     62125,           0,      27812,        69647,              0,         31774
 3408,     59662,           0,      26955,        69668,              0,         31566
 3409,     58820,           0,      26655,        69681,              0,         31626
 3410,     61247,           0,      27465,        69711,              0,         31454
 3411,     64022,           0,      28542,        69756,              0,         31874
 3412,     62745,           0,      28174,        69750,              0,         31543
 3413,     62018,           0,      28147,        69780,              0,         31842
 3414,     59710,           0,      26772,        69784,              0,         31130
 3415,     63136,           0,      28382,        69821,              0,         31446
 3416,     62655,           0,      28017,        69883,              0,         31635
 3417,     60850,           0,      27527,        69882,              0,         31634
 3418,     60982,           0,      27512,        69917,              0,         31702
 3419,     62020,           0,      27947,        69948,              0,         31864
 3420,     63737,           0,      28487,        69917,              0,         31702
 3421,     64045,           0,      28640,        69950,              0,         31706
 3422,     62312,           0,      28054,        69983,              0,         31830
 3423,     63892,           0,      28604,        70022,              0,         31816
 3424,     65173,           0,      29036,        70051,              0,         31821
 3425,     62603,           0,      28053,        70014,              0,         31768
 3426,     61163,           0,      27619,        70076,              0,         31801
 3427,     60398,           0,      27322,        70102,              0,         31867
 3428,     59795,           0,      27177,        70177,              0,         31857
 3429,     60539,           0,      27359,        70225,              0,         31890
 3430,     62314,           0,      28010,        70208,              0,         31889
 3431,     60565,           0,      27387,        70245,              0,         31849
 3432,     62263,           0,      28029,        70175,              0,         31795
 3433,     64667,           0,      28933,        70231,              0,         31931
 3434,     65687,           0,      29166,        70286,              0,         31847
 3435,     61816,           0,      27776,        70286,              0,         32205
 3436,     60601,           0,      27431,        70309,              0,         31924
 3437,     65340,           0,      28574,        70299,              0,         31890
 3438,     64434,           0,      28718,        70340,              0,         31947
 3439,     62356,           0,      28039,        70382,              0,         31982
 3440,     64769,           0,      28783,        70403,              0,         31734
 3441,     63390,           0,      28355,        70416,              0,         31958
 3442,     65747,           0,      29330,        70503,              0,         31942
 3443,     60737,           0,      27495,        70503,              0,         31970
 3444,     61043,           0,      27569,        70467,              0,         31693
 3445,     63163,           0,      28306,        70451,              0,         31713
 3446,     64753,           0,      28866,        70557,              0,         32032
 3447,     62507,           0,      28110,        70586,              0,         32026
 3448,     63174,           0,      28388,        70598,              0,         31991
 3449,     67420,           0,      30758,        70651,              0,         31596
 3450,     59223,           0,      26971,        70663,              0,         32373
 3451,     62610,           0,      28153,        70662,              0,         32338
 3452,     60979,           0,      29404,        70664,              0,         32459
 3453,     66389,           0,      29594,        70686,              0,         32045
 3454,     61339,           0,      27840,        70752,              0,         32145
 3455,     67314,           0,      29783,        70737,              0,         32101
 3456,     65493,           0,      29021,        70740,              0,         31877
 3457,     63604,           0,      28320,        70829,              0,         31957
 3458,     63214,           0,      28231,        70826,              0,         32018
 3459,     63330,           0,      28258,        70870,              0,         31955
 3460,     64053,           0,      28451,        70839,              0,         31929
 3461,     63138,           0,      28173,        70919,              0,         31980
 3462,     64182,           0,      28594,        70958,              0,         32024
 3463,     62403,           0,      27904,        70903,              0,         32023
 3464,     59818,           0,      27005,        70977,              0,         32034
 3465,     65195,           0,      28997,        70956,              0,         32095
 3466,     64077,           0,      28547,        71028,              0,         32032
 3467,     66904,           0,      29869,        71027,              0,         32097
 3468,     71670,           0,      31306,        71055,              0,         32099
 3469,     65334,           0,      28939,        71082,              0,         32026
 3470,     64131,           0,      28511,        71116,              0,         32060
 3471,     62587,           0,      27953,        71134,              0,         32066
 3472,     62057,           0,      27744,        71208,              0,         31979
 3473,     63927,           0,      28442,        71178,              0,         32046
 3474,     63407,           0,      28277,        71212,              0,         32067
 3475,     63405,           0,      28290,        71245,              0,         32102
 3476,     61704,           0,      27688,        71250,              0,         32079
 3477,     61581,           0,      27577,        71282,              0,         32092
 3478,     62764,           0,      28053,        71287,              0,         32104
 3479,     65053,           0,      28843,        71289,              0,         32119
 3480,     61854,           0,      27698,        71330,              0,         32180
 3481,     67436,           0,      29790,        71403,              0,         32278
 3482,     62222,           0,      28002,        71436,              0,         32468
 3483,     63581,           0,      28671,        71393,              0,         32449
 3484,     65819,           0,      29363,        71440,              0,         32418
 3485,     70213,           0,      30984,        71446,              0,         32395
 3486,     64641,           0,      28909,        71492,              0,         32236
 3487,     63666,           0,      28390,        71527,              0,         32239
 3488,     61839,           0,      27761,        71550,              0,         32251
 3489,     62406,           0,      27960,        71532,              0,         32290
 3490,     63414,           0,      28513,        71572,              0,         32424
 3491,     61137,           0,      27661,        71613,              0,         32790
 3492,     63193,           0,      28339,        71656,              0,         32516
 3493,     67120,           0,      29781,        71629,              0,         34694
 3494,     67162,           0,      32872,        71679,              0,         38469
 3495,     62287,           0,      28685,        71692,              0,         32472
 3496,     62774,           0,      28263,        71701,              0,         32263
 3497,     61077,           0,      27716,        71695,              0,         32624
 3498,     60710,           0,      27482,        71773,              0,         32680
 3499,     60899,           0,      27540,        71832,              0,         32428
 3500,     61668,           0,      27804,        71833,              0,         32556
 3501,     62748,           0,      28121,        71848,              0,         32441
 3502,     60410,           0,      27361,        71861,              0,         32517
 3503,     64593,           0,      28769,        71903,              0,         32531
 3504,     64880,           0,      28874,        71903,              0,         32788
 3505,     61495,           0,      30283,        71901,              0,         32543
 3506,     63060,           0,      28178,        71932,              0,         32430
 3507,     62041,           0,      27872,        71983,              0,         32530
 3508,     62891,           0,      28079,        72018,              0,         32435
 3509,     61404,           0,      27585,        71976,              0,         32418
 3510,     63020,           0,      28134,        72075,              0,         32466
 3511,     63016,           0,      28175,        72128,              0,         32614
 3512,     64257,           0,      28808,        72133,              0,         33066
 3513,     64011,           0,      29382,        72093,              0,         39916
 3514,     63340,           0,      28644,        72089,              0,         32925
 3515,     63177,           0,      28406,        72163,              0,         32564
 3516,     61713,           0,      27423,        72200,              0,         32759
 3517,     61727,           0,      27822,        72243,              0,         32569
 3518,     62412,           0,      27952,        72212,              0,         32640
 3519,     64751,           0,      32447,        72235,              0,         34908
 3520,     62226,           0,      28044,        72269,              0,         32656
 3521,     65008,           0,      28986,        72310,              0,         32589
 3522,     66054,           0,      28881,        72346,              0,         32691
 3523,     64392,           0,      28722,        72359,              0,         33775
 3524,     68027,           0,      30137,        72378,              0,         36836
 3525,     66902,           0,      31638,        72400,              0,         32724
 3526,     67587,           0,      29899,        72422,              0,         32716
 3527,     63656,           0,      28495,        72424,              0,         32524
 3528,     63214,           0,      28140,        72433,              0,         32485
 3529,     64428,           0,      28736,        72456,              0,         33441
 3530,     64155,           0,      28758,        72508,              0,         32793
 3531,     62808,           0,      28215,        72539,              0,         32774
 3532,     64696,           0,      28898,        72552,              0,         32799
 3533,     65475,           0,      29156,        72578,              0,         32846
 3534,     68806,           0,      30379,        72592,              0,         32832
 3535,     63434,           0,      28465,        72587,              0,         32796
 3536,     61221,           0,      27637,        72671,              0,         33539
 3537,     64120,           0,      29406,        72647,              0,         32814
 3538,     63522,           0,      28408,        72673,              0,         32790
 3539,     62897,           0,      28265,        72671,              0,         32867
 3540,     63510,           0,      28457,        72765,              0,         32891
 3541,     63709,           0,      28578,        72749,              0,         32878
 3542,     62654,           0,      28167,        72767,              0,         32871
 3543,     61632,           0,      27853,        72749,              0,         32834
 3544,     65308,           0,      29057,        72840,              0,         32928
 3545,     68513,           0,      30343,        72821,              0,         33097
 3546,     69030,           0,      30410,        72887,              0,         32926
 3547,     64414,           0,      28774,        72878,              0,         32927
 3548,     64711,           0,      28858,        72846,              0,         32883
 3549,     64947,           0,      28884,        72920,              0,         32907
 3550,     64242,           0,      28665,        72959,              0,         32909
 3551,     78405,           0,      33699,        72980,              0,         32911
 3552,     68512,           0,      30221,        73015,              0,         32953
 3553,     64133,           0,      28687,        73051,              0,         32938
 3554,     61895,           0,      27881,        73039,              0,         32954
 3555,     65335,           0,      29110,        73061,              0,         32955
 3556,     66467,           0,      29445,        73146,              0,         32892
 3557,     66167,           0,      29334,        73136,              0,         32724
 3558,     66985,           0,      29633,        73164,              0,         33010
 3559,     64198,           0,      28733,        73184,              0,         33043
 3560,     64495,           0,      28845,        73183,              0,         33207
 3561,     65719,           0,      29386,        73262,              0,         33086
 3562,     66081,           0,      29460,        73282,              0,         33205
 3563,     64841,           0,      29107,        73277,              0,         33238
 3564,     63789,           0,      28741,        73264,              0,         33231
 3565,     63392,           0,      28613,        73271,              0,         33276
 3566,     64654,           0,      29058,        73329,              0,         33248
 3567,     64424,           0,      28975,        73364,              0,         33225
 3568,     65769,           0,      29367,        73374,              0,         33266
 3569,     63095,           0,      28365,        73374,              0,         33150
 3570,     62390,           0,      28095,        73427,              0,         33169
 3571,     66780,           0,      29716,        73416,              0,         33125
 3572,     68440,           0,      30215,        73473,              0,         33181
 3573,     67163,           0,      29780,        73499,              0,         33118
 3574,     64755,           0,      28959,        73503,              0,         33257
 3575,     63218,           0,      28409,        73568,              0,         33195
 3576,     65063,           0,      29204,        73556,              0,         33312
 3577,     66025,           0,      29489,        73568,              0,         33279
 3578,     68613,           0,      30411,        73643,              0,         33298
 3579,     64914,           0,      29049,        73624,              0,         33254
 3580,     64189,           0,      28767,        73669,              0,         33272
 3581,     67255,           0,      29921,        73657,              0,         33078
 3582,     66297,           0,      29466,        73705,              0,         33282
 3583,     65771,           0,      29288,        73690,              0,         33240
 3584,     66075,           0,      29503,        73746,              0,         33285
 3585,     67191,           0,      29858,        73754,              0,         33312
 3586,     68358,           0,      30301,        73815,              0,         33282
 3587,     65648,           0,      29266,        73847,              0,         33271
 3588,     66457,           0,      29562,        73823,              0,         33318
 3589,     64385,           0,      28847,        73841,              0,         33194
 3590,     65833,           0,      29351,        73899,              0,         33361
 3591,     67607,           0,      30112,        73965,              0,         33398
 3592,     67782,           0,      29818,        73987,              0,         33452
 3593,     66364,           0,      29015,        73945,              0,         33480
 3594,     67908,           0,      30118,        73954,              0,         33436
 3595,     65489,           0,      29277,        73978,              0,         33467
 3596,     67300,           0,      29917,        73997,              0,         33492
 3597,     66282,           0,      29514,        74043,              0,         33508
 3598,     65005,           0,      29124,        74022,              0,         33282
 3599,     65208,           0,      29086,        74081,              0,         33509
 3600,     64565,           0,      28965,        74136,              0,         33478
 3601,     65804,           0,      29397,        74131,              0,         33362
 3602,     65357,           0,      29227,        74159,              0,         33519
 3603,     65910,           0,      29348,        74193,              0,         33533
 3604,     64791,           0,      28952,        74226,              0,         33531
 3605,     65950,           0,      29337,        74175,              0,         33459
 3606,     72172,           0,      32344,        74234,              0,         33577
 3607,     67108,           0,      29986,        74204,              0,         33545
 3608,     67326,           0,      29870,        74260,              0,         33498
 3609,     67567,           0,      30102,        74351,              0,         33744
 3610,     68323,           0,      30526,        74295,              0,         34382
 3611,     64991,           0,      29140,        74394,              0,         34055
 3612,     65323,           0,      28966,        74425,              0,         33105
 3613,     67443,           0,      30101,        74459,              0,         33794
 3614,     65906,           0,      29606,        74448,              0,         33697
 3615,     67221,           0,      29976,        74492,              0,         33827
 3616,     66124,           0,      29747,        74483,              0,         33742
 3617,     65837,           0,      29508,        74520,              0,         33741
 3618,     65957,           0,      29593,        74498,              0,         33617
 3619,     69426,           0,      30888,        74601,              0,         33915
 3620,     67931,           0,      30243,        74594,              0,         33960
 3621,     65606,           0,      29613,        74625,              0,         33862
 3622,     67966,           0,      30648,        74658,              0,         34358
 3623,     63632,           0,      29367,        74631,              0,         33529
 3624,     66377,           0,      29818,        74710,              0,         34045
 3625,     63177,           0,      28872,        74689,              0,         33966
 3626,     63516,           0,      28640,        74701,              0,         33913
 3627,     67134,           0,      30001,        74739,              0,         33740
 3628,     68423,           0,      30356,        74747,              0,         33757
 3629,     66457,           0,      29556,        74768,              0,         33751
 3630,     67432,           0,      29933,        74821,              0,         33863
 3631,     65690,           0,      29359,        74870,              0,         33807
 3632,     66696,           0,      29681,        74842,              0,         33799
 3633,     70583,           0,      31056,        74912,              0,         33799
 3634,     66512,           0,      29703,        74970,              0,         33735
 3635,     67154,           0,      29809,        75002,              0,         33815
 3636,     66972,           0,      29772,        74976,              0,         33828
 3637,     67782,           0,      30315,        74982,              0,         33872
 3638,     67863,           0,      30053,        74989,              0,         33885
 3639,     67695,           0,      29617,        75013,              0,         33788
 3640,     71451,           0,      31381,        75087,              0,         33886
 3641,     80017,           0,      34545,        75045,              0,         33935
 3642,     70003,           0,      30974,        75098,              0,         33960
 3643,     63184,           0,      28531,        75150,              0,         33992
 3644,     65992,           0,      29479,        75201,              0,         34015
 3645,     70579,           0,      31142,        75166,              0,         33937
 3646,     66476,           0,      29662,        75199,              0,         33939
 3647,     67789,           0,      30101,        75219,              0,         34003
 3648,     66436,           0,      29671,        75259,              0,         34003
 3649,     65973,           0,      29378,        75302,              0,         34004
 3650,     67127,           0,      29853,        75258,              0,         34003
 3651,     65839,           0,      29475,        75279,              0,         33986
 3652,     67360,           0,      30174,        75309,              0,         33990
 3653,     66988,           0,      29811,        75337,              0,         33960
 3654,     65599,           0,      29436,        75410,              0,         34199
 3655,     69201,           0,      30696,        75422,              0,         34145
