   n, quick_cmp, quick_swaps, quick_time, heapsort_cmp, heapsort_swaps, heapsort_time, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
 921,      8232,         574,       3653,        15998,           7938,          8358,          1354,             435,            793,           ,             ,            
 922,      8242,         576,       3655,        16007,           7939,          8347,          1356,             436,            794,           ,             ,            
 923,      8270,         571,       3669,        16039,           7948,          8382,          1357,             436,            790,           ,             ,            
 924,      8284,         571,       3683,        16054,           7960,          8358,          1358,             436,            796,           ,             ,            
 925,      8288,         580,       3704,        16071,           7969,          8374,          1359,             436,            806,           ,             ,            
 926,      8295,         587,       3700,        16089,           7983,          8378,          1361,             437,            801,           ,             ,            
 927,      8344,         587,       3711,        16112,           7987,          8409,          1362,             437,            800,           ,             ,            
 928,      8335,         579,       3716,        16130,           7993,          8404,          1363,             437,            787,           ,             ,            
 929,      8299,         589,       3704,        16148,           8001,          8405,          1364,             437,            791,           ,             ,            
 930,      8284,         588,       3718,        16162,           8004,          8431,          1367,             439,            794,           ,             ,            
 931,      8294,         589,       3692,        16186,           8018,          8437,          1371,             442,            802,           ,             ,            
 932,      8318,         592,       3756,        16211,           8041,          8691,          1372,             442,            821,           ,             ,            
 933,      8352,         590,       3848,        16229,           8044,          8636,          1373,             442,            800,           ,             ,            
 934,      8365,         587,       3721,        16251,           8055,          8462,          1375,             443,            801,           ,             ,            
 935,      8381,         604,       3759,        16273,           8068,          8473,          1376,             443,            812,           ,             ,            
 936,      8377,         607,       3754,        16290,           8069,          8480,          1377,             443,            800,           ,             ,            
 937,      8376,         588,       3730,        16304,           8071,          8503,          1378,             443,            798,           ,             ,            
 938,      8393,         590,       3733,        16326,           8087,          8505,          1379,             443,            799,           ,             ,            
 939,      8449,         584,       3751,        16352,           8100,          8524,          1380,             443,            801,           ,             ,            
 940,      8472,         590,       3797,        16371,           8115,          8512,          1382,             444,            804,           ,             ,            
 941,      8439,         597,       3760,        16388,           8121,          8558,          1385,             446,            805,           ,             ,            
 942,      8448,         596,       3756,        16408,           8131,          8564,          1388,             448,            809,           ,             ,            
 943,      8509,         584,       3780,        16428,           8137,          8560,          1389,             448,            815,           ,             ,            
 944,      8510,         599,       3798,        16443,           8149,          8616,          1390,             448,            810,           ,             ,            
 945,      8468,         590,       3767,        16462,           8157,          8574,          1392,             449,            811,           ,             ,            
 946,      8503,         592,       3780,        16485,           8173,          8585,          1393,             449,            811,           ,             ,            
 947,      8553,         595,       3875,        16505,           8182,          8774,          1394,             449,            830,           ,             ,            
 948,      8544,         593,       3877,        16517,           8182,          8777,          1396,             450,            830,           ,             ,            
 949,      8575,         596,       3878,        16545,           8196,          8800,          1398,             451,            838,           ,             ,            
 950,      8581,         595,       3914,        16567,           8211,          8812,          1399,             451,            831,           ,             ,            
 951,      8609,         593,       3906,        16585,           8221,          8821,          1400,             451,            834,           ,             ,            
 952,      8608,         595,       3903,        16603,           8229,          8815,          1401,             451,            831,           ,             ,            
 953,      8620,         598,       3899,        16619,           8236,          8831,          1402,             451,            834,           ,             ,            
 954,      8600,         602,       3899,        16639,           8244,          8829,          1403,             451,            833,           ,             ,            
 955,      8631,         608,       3916,        16660,           8256,          8836,          1404,             451,            837,           ,             ,            
 956,      8629,         607,       3906,        16683,           8273,          8854,          1406,             452,            839,           ,             ,            
 957,      8604,         597,       3895,        16702,           8276,          8896,          1407,             452,            839,           ,             ,            
 958,      8595,         595,       3889,        16721,           8289,          8899,          1409,             453,            838,           ,             ,            
 959,      8651,         603,       3930,        16740,           8294,          8898,          1410,             453,            833,           ,             ,            
 960,      8666,         599,       3916,        16754,           8295,          8891,          1411,             453,            833,           ,             ,            
 961,      8654,         600,       3988,        16778,           8315,          8941,          1412,             453,            841,           ,             ,            
 962,      8669,         601,       3957,        16801,           8323,          8794,          1413,             453,            820,           ,             ,            
 963,      8709,         612,       3901,        16819,           8326,          8793,          1414,             453,            821,           ,             ,            
 964,      8743,         609,       3901,        16832,           8338,          8773,          1415,             453,            823,           ,             ,            
 965,      8709,         608,       3885,        16857,           8348,          8800,          1416,             453,            848,           ,             ,            
 966,      8715,         611,       3882,        16873,           8356,          8792,          1417,             453,            821,           ,             ,            
 967,      8735,         602,       3885,        16896,           8371,          8832,          1418,             453,            827,           ,             ,            
 968,      8771,         607,       3915,        16918,           8383,          8816,          1420,             454,            823,           ,             ,            
 969,      8741,         610,       3884,        16926,           8381,          8799,          1422,             455,            827,           ,             ,            
 970,      8765,         610,       3911,        16952,           8397,          8834,          1424,             456,            830,           ,             ,            
 971,      8776,         609,       3896,        16976,           8408,          8831,          1425,             456,            829,           ,             ,            
 972,      8787,         610,       3931,        16997,           8422,          8845,          1426,             456,            851,           ,             ,            
 973,      8785,         601,       3901,        17021,           8427,          8873,          1428,             457,            834,           ,             ,            
 974,      8797,         605,       3902,        17036,           8442,          8869,          1429,             457,            838,           ,             ,            
 975,      8797,         606,       3929,        17047,           8441,          9144,          1431,             458,            854,           ,             ,            
 976,      8845,         602,       3924,        17072,           8459,          8951,          1432,             458,            832,           ,             ,            
 977,      8835,         609,       3927,        17084,           8461,          8898,          1433,             458,            841,           ,             ,            
 978,      8833,         613,       3926,        17112,           8478,          8919,          1434,             458,            834,           ,             ,            
 979,      8848,         613,       3936,        17133,           8490,          8926,          1436,             459,            842,           ,             ,            
 980,      8884,         613,       3943,        17155,           8497,          8938,          1437,             459,            835,           ,             ,            
 981,      8868,         611,       3932,        17176,           8505,          8983,          1441,             462,            840,           ,             ,            
 982,      8887,         612,       3953,        17183,           8510,          8960,          1442,             462,            837,           ,             ,            
 983,      8855,         611,       3930,        17210,           8527,          8975,          1443,             462,            838,           ,             ,            
 984,      8889,         619,       3947,        17229,           8539,          8962,          1444,             462,            834,           ,             ,            
 985,      8878,         623,       3978,        17250,           8544,          8991,          1446,             463,            842,           ,             ,            
 986,      8885,         623,       3952,        17269,           8561,          8957,          1447,             463,            838,           ,             ,            
 987,      8924,         635,       3977,        17291,           8566,          8985,          1448,             463,            844,           ,             ,            
 988,      8931,         636,       3985,        17307,           8572,          8974,          1449,             463,            837,           ,             ,            
 989,      8932,         624,       4017,        17323,           8581,          9036,          1450,             463,            842,           ,             ,            
 990,      9003,         628,       4034,        17347,           8591,          9061,          1451,             463,            845,           ,             ,            
 991,      8976,         629,       4055,        17367,           8607,          9088,          1452,             463,            857,           ,             ,            
 992,      8983,         636,       4059,        17387,           8617,          9134,          1453,             463,            861,           ,             ,            
 993,      8989,         628,       4086,        17405,           8631,          9262,          1455,             464,            861,           ,             ,            
 994,      9012,         634,       4104,        17428,           8639,          9290,          1456,             464,            865,           ,             ,            
 995,      9063,         620,       4119,        17444,           8641,          9269,          1457,             464,            861,           ,             ,            
 996,      9066,         619,       4107,        17469,           8657,          9304,          1458,             464,            861,           ,             ,            
 997,      9098,         623,       4116,        17486,           8667,          9306,          1459,             464,            860,           ,             ,            
 998,      9093,         625,       4131,        17501,           8674,          9306,          1460,             464,            868,           ,             ,            
 999,      9059,         624,       4120,        17513,           8671,          9299,          1463,             466,            868,           ,             ,            
1000,      9064,         619,       4108,        17543,           8687,          9309,          1465,             467,            870,           ,             ,            
